Rotation,Crop_ID,Corn_weed_management,Crop,Parameter,Rank,Value,Value_rounded
4-year,O4,low,oat,o_11,14,0.29306531,0.29
4-year,O4,low,oat,o_22,17,0.518479616,0.52
4-year,A4,conventional,alfalfa,t_11_s,23,1.139508767,1.14
4-year,A4,conventional,alfalfa,t_21_s,25,1.634649319,1.63
4-year,A4,conventional,alfalfa,t_12_s,22,1.118708222,1.12
4-year,A4,conventional,alfalfa,t_22_s,24,1.6048105,1.6
4-year,A4,conventional,alfalfa,d,21,0.981528099,0.98
4-year,A4,conventional,alfalfa,g_1,1,0,0
4-year,A4,conventional,alfalfa,g_2,1,0,0
4-year,A4,conventional,alfalfa,g_3,1,0,0
4-year,A4,conventional,alfalfa,g_4,1,0,0
4-year,A4,conventional,alfalfa,g_5,1,0,0
4-year,A4,conventional,alfalfa,g_6,1,0,0
4-year,A4,conventional,alfalfa,s_s1,14,0.020983413,0.02
4-year,A4,conventional,alfalfa,s_s2,18,0.267658944,0.27
4-year,A4,conventional,alfalfa,s_p1,1,0,0
4-year,A4,conventional,alfalfa,s_p2,1,0,0
4-year,A4,conventional,alfalfa,s_p3,1,0,0
4-year,A4,conventional,alfalfa,s_p4,1,0,0
4-year,A4,conventional,alfalfa,s_p5,1,0,0
4-year,A4,conventional,alfalfa,s_p6,1,0,0
4-year,A4,conventional,alfalfa,f_1,30,12.34872542,12.35
4-year,A4,conventional,alfalfa,f_2,31,58.42103257,58.42
4-year,A4,conventional,alfalfa,f_3,29,4.125396883,4.13
4-year,A4,conventional,alfalfa,f_4,28,3.217992992,3.22
4-year,A4,conventional,alfalfa,f_5,27,2.670556274,2.67
4-year,A4,conventional,alfalfa,f_6,26,2.583372029,2.58
4-year,A4,conventional,alfalfa,t_11_f,13,0.006705634,0.01
4-year,A4,conventional,alfalfa,t_21_f,17,0.120017424,0.12
4-year,A4,conventional,alfalfa,t_12_f,15,0.033921294,0.03
4-year,A4,conventional,alfalfa,t_22_f,20,0.607123264,0.61
4-year,A4,conventional,alfalfa,o_11,16,0.037582048,0.04
4-year,A4,conventional,alfalfa,o_22,19,0.347797305,0.35
4-year,A4,low,alfalfa,t_11_s,25,0.677573057,0.68
4-year,A4,low,alfalfa,t_21_s,28,0.971992817,0.97
4-year,A4,low,alfalfa,t_12_s,24,0.665204667,0.67
4-year,A4,low,alfalfa,t_22_s,27,0.954250101,0.95
4-year,A4,low,alfalfa,d,21,0.58363482,0.58
4-year,A4,low,alfalfa,g_1,1,0,0
4-year,A4,low,alfalfa,g_2,1,0,0
4-year,A4,low,alfalfa,g_3,1,0,0
4-year,A4,low,alfalfa,g_4,1,0,0
4-year,A4,low,alfalfa,g_5,1,0,0
4-year,A4,low,alfalfa,g_6,1,0,0
4-year,A4,low,alfalfa,s_s1,14,0.012477127,0.01
4-year,A4,low,alfalfa,s_s2,18,0.159154974,0.16
4-year,A4,low,alfalfa,s_p1,1,0,0
4-year,A4,low,alfalfa,s_p2,1,0,0
4-year,A4,low,alfalfa,s_p3,1,0,0
4-year,A4,low,alfalfa,s_p4,1,0,0
4-year,A4,low,alfalfa,s_p5,1,0,0
4-year,A4,low,alfalfa,s_p6,1,0,0
4-year,A4,low,alfalfa,f_1,30,2.999446916,3
4-year,A4,low,alfalfa,f_2,31,14.19019211,14.19
4-year,A4,low,alfalfa,f_3,29,1.002039364,1
4-year,A4,low,alfalfa,f_4,26,0.781635256,0.78
4-year,A4,low,alfalfa,f_5,23,0.64866547,0.65
4-year,A4,low,alfalfa,f_6,22,0.62748883,0.63
4-year,A4,low,alfalfa,t_11_f,13,0.003987294,0
4-year,A4,low,alfalfa,t_21_f,17,0.071364587,0.07
4-year,A4,low,alfalfa,t_12_f,15,0.020170231,0.02
4-year,A4,low,alfalfa,t_22_f,20,0.361006758,0.36
4-year,A4,low,alfalfa,o_11,16,0.022346983,0.02
4-year,A4,low,alfalfa,o_22,19,0.206806731,0.21
