"Rotation","Crop_ID","Corn_weed_management","Crop","Parameter","Rank","Value","Value_rounded"
"4-year","S4","low","soybean","s_p6",1,0,"0"
"4-year","S4","low","soybean","f_1",28,629739961.086387,"629739961.09"
"4-year","S4","low","soybean","f_2",31,1727234999.01742,"1727234999.02"
"4-year","S4","low","soybean","f_3",30,1177725016.14735,"1177725016.15"
"4-year","S4","low","soybean","f_4",29,687367910.20701,"687367910.21"
"4-year","S4","low","soybean","f_5",27,255576313.285604,"255576313.29"
"4-year","S4","low","soybean","f_6",26,50465091.4812839,"50465091.48"
"4-year","S4","low","soybean","t_11_f",19,7.48305401092213,"7.48"
"4-year","S4","low","soybean","t_21_f",17,4.2418682985391,"4.24"
"4-year","S4","low","soybean","t_12_f",18,5.11184977576568,"5.11"
"4-year","S4","low","soybean","t_22_f",15,2.89771976509395,"2.9"
"4-year","S4","low","soybean","o_11",25,1625.312017439,"1625.31"
"4-year","S4","low","soybean","o_22",13,0.00853738884113421,"0.01"
"4-year","O4","conventional","oat","t_11_s",30,1015.94691412354,"1015.95"
"4-year","O4","conventional","oat","t_21_s",29,998.731991457021,"998.73"
"4-year","O4","conventional","oat","t_12_s",22,1.4728641749311,"1.47"
"4-year","O4","conventional","oat","t_22_s",21,1.44790692321131,"1.45"
"4-year","O4","conventional","oat","d",28,844.195617708563,"844.2"
"4-year","O4","conventional","oat","g_1",1,0,"0"
"4-year","O4","conventional","oat","g_2",1,0,"0"
"4-year","O4","conventional","oat","g_3",1,0,"0"
"4-year","O4","conventional","oat","g_4",1,0,"0"
"4-year","O4","conventional","oat","g_5",1,0,"0"
"4-year","O4","conventional","oat","g_6",1,0,"0"
"4-year","O4","conventional","oat","s_s1",13,0.144501185724493,"0.14"
"4-year","O4","conventional","oat","s_s2",18,0.396736724437636,"0.4"
"4-year","O4","conventional","oat","s_p1",1,0,"0"
"4-year","O4","conventional","oat","s_p2",1,0,"0"
"4-year","O4","conventional","oat","s_p3",1,0,"0"
"4-year","O4","conventional","oat","s_p4",1,0,"0"
"4-year","O4","conventional","oat","s_p5",1,0,"0"
"4-year","O4","conventional","oat","s_p6",1,0,"0"
"4-year","O4","conventional","oat","f_1",31,1651.96161641583,"1651.96"
"4-year","O4","conventional","oat","f_2",27,371.593700174913,"371.59"
"4-year","O4","conventional","oat","f_3",23,54.9574579617324,"54.96"
"4-year","O4","conventional","oat","f_4",25,68.1255799428626,"68.13"
"4-year","O4","conventional","oat","f_5",24,68.1255799428577,"68.13"
"4-year","O4","conventional","oat","f_6",26,74.3871097146435,"74.39"
"4-year","O4","conventional","oat","t_11_f",14,0.305240867472692,"0.31"
"4-year","O4","conventional","oat","t_21_f",17,0.387399954357309,"0.39"
"4-year","O4","conventional","oat","t_12_f",19,0.471700574516282,"0.47"
"4-year","O4","conventional","oat","t_22_f",20,0.598664204275571,"0.6"
"4-year","O4","conventional","oat","o_11",16,0.354707690058888,"0.35"
"4-year","O4","conventional","oat","o_22",15,0.329939184325392,"0.33"
"4-year","O4","low","oat","t_11_s",30,1418.12381867606,"1418.12"
"4-year","O4","low","oat","t_21_s",29,1394.09412624757,"1394.09"
"4-year","O4","low","oat","t_12_s",22,2.05591821689462,"2.06"
"4-year","O4","low","oat","t_22_s",21,2.02108128533794,"2.02"
"4-year","O4","low","oat","d",28,1178.38235093934,"1178.38"
"4-year","O4","low","oat","g_1",1,0,"0"
"4-year","O4","low","oat","g_2",1,0,"0"
"4-year","O4","low","oat","g_3",1,0,"0"
"4-year","O4","low","oat","g_4",1,0,"0"
"4-year","O4","low","oat","g_5",1,0,"0"
"4-year","O4","low","oat","g_6",1,0,"0"
"4-year","O4","low","oat","s_s1",13,0.201704016670617,"0.2"
"4-year","O4","low","oat","s_s2",18,0.553790548351542,"0.55"
"4-year","O4","low","oat","s_p1",1,0,"0"
"4-year","O4","low","oat","s_p2",1,0,"0"
"4-year","O4","low","oat","s_p3",1,0,"0"
"4-year","O4","low","oat","s_p4",1,0,"0"
"4-year","O4","low","oat","s_p5",1,0,"0"
"4-year","O4","low","oat","s_p6",1,0,"0"
"4-year","O4","low","oat","f_1",31,2179.50299195031,"2179.5"
"4-year","O4","low","oat","f_2",27,490.259321568427,"490.26"
"4-year","O4","low","oat","f_3",23,72.5077040939114,"72.51"
"4-year","O4","low","oat","f_4",25,89.88096565825,"89.88"
"4-year","O4","low","oat","f_5",24,89.8809656582436,"89.88"
"4-year","O4","low","oat","f_6",26,98.1420673304497,"98.14"
"4-year","O4","low","oat","t_11_f",14,0.426074766878744,"0.43"
"4-year","O4","low","oat","t_21_f",17,0.540757686243941,"0.54"
"4-year","O4","low","oat","t_12_f",19,0.658429895012583,"0.66"
"4-year","O4","low","oat","t_22_f",20,0.835653867017602,"0.84"
"4-year","O4","low","oat","o_11",16,0.495123728363337,"0.5"
"4-year","O4","low","oat","o_22",15,0.460550260551796,"0.46"
"4-year","A4","conventional","alfalfa","t_11_s",25,0.820091514206992,"0.82"
"4-year","A4","conventional","alfalfa","t_21_s",24,0.818738302379347,"0.82"
"4-year","A4","conventional","alfalfa","t_12_s",22,0.608249322764459,"0.61"
"4-year","A4","conventional","alfalfa","t_22_s",21,0.607245666265808,"0.61"
"4-year","A4","conventional","alfalfa","d",23,0.728373796197625,"0.73"
"4-year","A4","conventional","alfalfa","g_1",1,0,"0"
"4-year","A4","conventional","alfalfa","g_2",1,0,"0"
"4-year","A4","conventional","alfalfa","g_3",1,0,"0"
"4-year","A4","conventional","alfalfa","g_4",1,0,"0"
"4-year","A4","conventional","alfalfa","g_5",1,0,"0"
"4-year","A4","conventional","alfalfa","g_6",1,0,"0"
"4-year","A4","conventional","alfalfa","s_s1",17,0.0110138863986183,"0.01"
"4-year","A4","conventional","alfalfa","s_s2",20,0.137565007040045,"0.14"
"4-year","A4","conventional","alfalfa","s_p1",1,0,"0"
"4-year","A4","conventional","alfalfa","s_p2",1,0,"0"
"4-year","A4","conventional","alfalfa","s_p3",1,0,"0"
"4-year","A4","conventional","alfalfa","s_p4",1,0,"0"
"4-year","A4","conventional","alfalfa","s_p5",1,0,"0"
"4-year","A4","conventional","alfalfa","s_p6",1,0,"0"
"4-year","A4","conventional","alfalfa","f_1",30,68.5606815996971,"68.56"
"4-year","A4","conventional","alfalfa","f_2",31,546.211709929358,"546.21"
"4-year","A4","conventional","alfalfa","f_3",29,7.38603409663572,"7.39"
"4-year","A4","conventional","alfalfa","f_4",28,5.87033959203481,"5.87"
"4-year","A4","conventional","alfalfa","f_5",27,4.95592117884073,"4.96"
"4-year","A4","conventional","alfalfa","f_6",26,4.81029178336795,"4.81"
"4-year","A4","conventional","alfalfa","t_11_f",13,0.000325681215925956,"0"
"4-year","A4","conventional","alfalfa","t_21_f",15,0.00689014431957309,"0.01"
"4-year","A4","conventional","alfalfa","t_12_f",14,0.00174372681628569,"0"
"4-year","A4","conventional","alfalfa","t_22_f",19,0.0368904586159788,"0.04"
"4-year","A4","conventional","alfalfa","o_11",16,0.00817591079238556,"0.01"
"4-year","A4","conventional","alfalfa","o_22",18,0.0164485726639747,"0.02"
"4-year","A4","low","alfalfa","t_11_s",29,1.14473629834721,"1.14"
"4-year","A4","low","alfalfa","t_21_s",28,1.14284739854563,"1.14"
"4-year","A4","low","alfalfa","t_12_s",26,0.849033389751475,"0.85"
"4-year","A4","low","alfalfa","t_22_s",25,0.847632421682457,"0.85"
"4-year","A4","low","alfalfa","d",27,1.01671082900868,"1.02"
"4-year","A4","low","alfalfa","g_1",1,0,"0"
"4-year","A4","low","alfalfa","g_2",1,0,"0"
"4-year","A4","low","alfalfa","g_3",1,0,"0"
"4-year","A4","low","alfalfa","g_4",1,0,"0"
"4-year","A4","low","alfalfa","g_5",1,0,"0"
"4-year","A4","low","alfalfa","g_6",1,0,"0"
"4-year","A4","low","alfalfa","s_s1",17,0.0153738885575015,"0.02"
"4-year","A4","low","alfalfa","s_s2",20,0.192022053896514,"0.19"
"4-year","A4","low","alfalfa","s_p1",1,0,"0"
"4-year","A4","low","alfalfa","s_p2",1,0,"0"
"4-year","A4","low","alfalfa","s_p3",1,0,"0"
"4-year","A4","low","alfalfa","s_p4",1,0,"0"
"4-year","A4","low","alfalfa","s_p5",1,0,"0"
"4-year","A4","low","alfalfa","s_p6",1,0,"0"
"4-year","A4","low","alfalfa","f_1",30,3.73326333929917,"3.73"
"4-year","A4","low","alfalfa","f_2",31,29.7422969637483,"29.74"
"4-year","A4","low","alfalfa","f_3",24,0.402184016733953,"0.4"
"4-year","A4","low","alfalfa","f_4",23,0.319651483573886,"0.32"
"4-year","A4","low","alfalfa","f_5",22,0.269859610752531,"0.27"
"4-year","A4","low","alfalfa","f_6",21,0.261929805059857,"0.26"
"4-year","A4","low","alfalfa","t_11_f",13,0.000454606715350302,"0"
"4-year","A4","low","alfalfa","t_21_f",15,0.00961770505709117,"0.01"
"4-year","A4","low","alfalfa","t_12_f",14,0.00243400565232507,"0"
"4-year","A4","low","alfalfa","t_22_f",19,0.0514940665874609,"0.05"
"4-year","A4","low","alfalfa","o_11",16,0.0114124603095578,"0.01"
"4-year","A4","low","alfalfa","o_22",18,0.0229599719766164,"0.02"
