"Plot","Side","Quadrat","Crop","Rotation","Herbicide","Corn_weed_management","Cohort","Color","Date_begin","Date_end","Block","Crop_ID","Year","Interval","Sex","Weight"
"14","W","3","oat","4-year","low","low",1,"teal",2019-05-23,2019-09-25,"1","O4","2019",125,"female",0.344
"14","W","3","oat","4-year","low","low",1,"teal",2019-05-23,2019-09-25,"1","O4","2019",125,"female",0.3622
"14","W","3","oat","4-year","low","low",1,"teal",2019-05-23,2019-09-25,"1","O4","2019",125,"female",0.3747
"14","W","3","oat","4-year","low","low",1,"teal",2019-05-23,2019-09-25,"1","O4","2019",125,"female",0.4088
"14","W","4","oat","4-year","low","low",2,"plain",2019-06-17,2019-09-25,"1","O4","2019",100,"female",0.1975
"14","W","4","oat","4-year","low","low",2,"plain",2019-06-17,2019-09-25,"1","O4","2019",100,"female",0.208
"14","W","4","oat","4-year","low","low",1,"teal",2019-05-23,2019-09-25,"1","O4","2019",125,"female",0.0372
"14","W","4","oat","4-year","low","low",1,"teal",2019-05-23,2019-09-25,"1","O4","2019",125,"female",0.0638
"14","W","4","oat","4-year","low","low",1,"teal",2019-05-23,2019-09-25,"1","O4","2019",125,"female",0.3106
"14","W","4","oat","4-year","low","low",1,"teal",2019-05-23,2019-09-25,"1","O4","2019",125,"female",1.5007
"14","W","4","oat","4-year","low","low",1,"teal",2019-05-23,2019-09-25,"1","O4","2019",125,"female",1.6605
"14","W","4","oat","4-year","low","low",1,"teal",2019-05-23,2019-09-25,"1","O4","2019",125,"female",2.0032
"14","W","4","oat","4-year","low","low",1,"teal",2019-05-23,2019-09-25,"1","O4","2019",125,"female",2.1564
"14","W","5","oat","4-year","low","low",1,"teal",2019-05-23,2019-09-25,"1","O4","2019",125,"female",1.841
"14","W","5","oat","4-year","low","low",1,"teal",2019-05-23,2019-09-25,"1","O4","2019",125,"female",5.9587
"14","W","6","oat","4-year","low","low",1,"teal",2019-05-23,2019-09-25,"1","O4","2019",125,"female",0.0353
"14","W","6","oat","4-year","low","low",1,"teal",2019-05-23,2019-09-25,"1","O4","2019",125,"female",0.0774
"14","W","6","oat","4-year","low","low",1,"teal",2019-05-23,2019-09-25,"1","O4","2019",125,"female",0.1862
"14","W","6","oat","4-year","low","low",1,"teal",2019-05-23,2019-09-25,"1","O4","2019",125,"female",0.4227
"14","W","6","oat","4-year","low","low",1,"teal",2019-05-23,2019-09-25,"1","O4","2019",125,"female",0.2402
"14","W","7","oat","4-year","low","low",1,"teal",2019-05-23,2019-09-25,"1","O4","2019",125,"female",0.6265
"14","W","7","oat","4-year","low","low",1,"teal",2019-05-23,2019-09-25,"1","O4","2019",125,"female",2.1394
"16","E","1","corn","3-year","low","low",1,"plain",2019-06-26,2019-09-18,"1","C3","2019",84,"female",0.3666
"16","E","4","corn","3-year","low","low",1,"plain",2019-06-26,2019-09-18,"1","C3","2019",84,"female",0.1386
"16","E","4","corn","3-year","low","low",1,"plain",2019-06-26,2019-09-18,"1","C3","2019",84,"female",0.0445
"16","E","4","corn","3-year","low","low",1,"plain",2019-06-26,2019-09-18,"1","C3","2019",84,"female",0.1756
"16","W","2","corn","3-year","conv","conv",1,"plain",2019-06-26,2019-09-18,"1","C3","2019",84,"female",0.1242
"16","W","2","corn","3-year","conv","conv",1,"plain",2019-06-26,2019-09-18,"1","C3","2019",84,"female",3.1643
"16","W","4","corn","3-year","conv","conv",1,"plain",2019-06-26,2019-09-18,"1","C3","2019",84,"female",0.1978
"16","W","4","corn","3-year","conv","conv",1,"plain",2019-06-26,2019-09-18,"1","C3","2019",84,"female",1.1035
"16","W","5","corn","3-year","conv","conv",1,"plain",2019-06-26,2019-09-18,"1","C3","2019",84,"female",0.7707
"16","W","7","corn","3-year","conv","conv",1,"plain",2019-06-26,2019-09-18,"1","C3","2019",84,"female",0.0408
"16","W","7","corn","3-year","conv","conv",1,"plain",2019-06-26,2019-09-18,"1","C3","2019",84,"female",0.0415
"17","E","1","alfalfa","4-year","conv","conv",3,"blue",2019-07-19,2019-10-03,"1","A4","2019",76,"female",0.1122
"17","E","1","alfalfa","4-year","conv","conv",2,"plain",2019-06-28,2019-10-03,"1","A4","2019",97,"female",0.3009
"17","E","1","alfalfa","4-year","conv","conv",2,"plain",2019-06-28,2019-10-03,"1","A4","2019",97,"female",0.3639
"17","E","3","alfalfa","4-year","conv","conv",2,"plain",2019-06-28,2019-10-03,"1","A4","2019",97,"female",0.0316
"17","E","3","alfalfa","4-year","conv","conv",2,"plain",2019-06-28,2019-10-03,"1","A4","2019",97,"female",0.0521
"17","E","3","alfalfa","4-year","conv","conv",2,"plain",2019-06-28,2019-10-03,"1","A4","2019",97,"female",0.0651
"17","E","3","alfalfa","4-year","conv","conv",2,"plain",2019-06-28,2019-10-03,"1","A4","2019",97,"female",0.1624
"17","E","3","alfalfa","4-year","conv","conv",2,"plain",2019-06-28,2019-10-03,"1","A4","2019",97,"female",0.224
"17","E","3","alfalfa","4-year","conv","conv",2,"plain",2019-06-28,2019-10-03,"1","A4","2019",97,"female",0.2523
"17","E","3","alfalfa","4-year","conv","conv",2,"plain",2019-06-28,2019-10-03,"1","A4","2019",97,"female",0.3694
"17","E","4","alfalfa","4-year","conv","conv",3,"blue",2019-07-19,2019-10-03,"1","A4","2019",76,"female",0.0011
"17","E","4","alfalfa","4-year","conv","conv",3,"blue",2019-07-19,2019-10-03,"1","A4","2019",76,"female",0.0024
"17","E","4","alfalfa","4-year","conv","conv",3,"blue",2019-07-19,2019-10-03,"1","A4","2019",76,"female",0.0027
"17","E","4","alfalfa","4-year","conv","conv",3,"blue",2019-07-19,2019-10-03,"1","A4","2019",76,"female",0.0046
"17","E","4","alfalfa","4-year","conv","conv",3,"blue",2019-07-19,2019-10-03,"1","A4","2019",76,"female",0.0067
"17","E","4","alfalfa","4-year","conv","conv",3,"blue",2019-07-19,2019-10-03,"1","A4","2019",76,"female",0.0088
"17","E","4","alfalfa","4-year","conv","conv",3,"blue",2019-07-19,2019-10-03,"1","A4","2019",76,"female",0.0117
"17","E","4","alfalfa","4-year","conv","conv",3,"blue",2019-07-19,2019-10-03,"1","A4","2019",76,"female",0.013
"17","E","4","alfalfa","4-year","conv","conv",3,"blue",2019-07-19,2019-10-03,"1","A4","2019",76,"female",0.0452
"17","E","4","alfalfa","4-year","conv","conv",3,"blue",2019-07-19,2019-10-03,"1","A4","2019",76,"female",0.0539
"17","E","4","alfalfa","4-year","conv","conv",2,"plain",2019-06-28,2019-10-03,"1","A4","2019",97,"female",0.0365
"17","E","4","alfalfa","4-year","conv","conv",2,"plain",2019-06-28,2019-10-03,"1","A4","2019",97,"female",0.0426
"17","E","4","alfalfa","4-year","conv","conv",2,"plain",2019-06-28,2019-10-03,"1","A4","2019",97,"female",0.0476
"17","E","4","alfalfa","4-year","conv","conv",2,"plain",2019-06-28,2019-10-03,"1","A4","2019",97,"female",0.0484
"17","E","4","alfalfa","4-year","conv","conv",2,"plain",2019-06-28,2019-10-03,"1","A4","2019",97,"female",0.0542
"17","E","4","alfalfa","4-year","conv","conv",2,"plain",2019-06-28,2019-10-03,"1","A4","2019",97,"female",0.06
"17","E","4","alfalfa","4-year","conv","conv",2,"plain",2019-06-28,2019-10-03,"1","A4","2019",97,"female",0.0828
"17","E","4","alfalfa","4-year","conv","conv",2,"plain",2019-06-28,2019-10-03,"1","A4","2019",97,"female",0.0875
"17","E","4","alfalfa","4-year","conv","conv",2,"plain",2019-06-28,2019-10-03,"1","A4","2019",97,"female",0.1292
"17","E","4","alfalfa","4-year","conv","conv",2,"plain",2019-06-28,2019-10-03,"1","A4","2019",97,"female",0.1355
"17","E","4","alfalfa","4-year","conv","conv",2,"plain",2019-06-28,2019-10-03,"1","A4","2019",97,"female",0.1481
"17","E","4","alfalfa","4-year","conv","conv",2,"plain",2019-06-28,2019-10-03,"1","A4","2019",97,"female",0.244
"17","E","4","alfalfa","4-year","conv","conv",2,"plain",2019-06-28,2019-10-03,"1","A4","2019",97,"female",0.3171
"17","E","4","alfalfa","4-year","conv","conv",2,"plain",2019-06-28,2019-10-03,"1","A4","2019",97,"female",0.3569
"17","E","4","alfalfa","4-year","conv","conv",2,"plain",2019-06-28,2019-10-03,"1","A4","2019",97,"female",0.0316
"17","E","4","alfalfa","4-year","conv","conv",2,"plain",2019-06-28,2019-10-03,"1","A4","2019",97,"female",0.06
"17","E","5","alfalfa","4-year","conv","conv",2,"plain",2019-06-28,2019-10-03,"1","A4","2019",97,"female",0.0384
"17","E","8","alfalfa","4-year","conv","conv",2,"plain",2019-06-28,2019-10-03,"1","A4","2019",97,"female",0.1054
"17","E","8","alfalfa","4-year","conv","conv",2,"plain",2019-06-28,2019-10-03,"1","A4","2019",97,"female",0.1446
"17","W","2","alfalfa","4-year","low","low",3,"blue",2019-07-19,2019-10-04,"1","A4","2019",77,"female",0.0505
"17","W","2","alfalfa","4-year","low","low",3,"blue",2019-07-19,2019-10-04,"1","A4","2019",77,"female",0.2468
"17","W","2","alfalfa","4-year","low","low",4,"green",2019-08-07,2019-10-04,"1","A4","2019",58,"female",0.0767
"17","W","2","alfalfa","4-year","low","low",4,"green",2019-08-07,2019-10-04,"1","A4","2019",58,"female",0.0968
"17","W","2","alfalfa","4-year","low","low",4,"green",2019-08-07,2019-10-04,"1","A4","2019",58,"female",0.2278
"17","W","2","alfalfa","4-year","low","low",4,"green",2019-08-07,2019-10-04,"1","A4","2019",58,"female",0.1264
"17","W","2","alfalfa","4-year","low","low",4,"green",2019-08-07,2019-10-04,"1","A4","2019",58,"female",0.1333
"17","W","2","alfalfa","4-year","low","low",4,"green",2019-08-07,2019-10-04,"1","A4","2019",58,"female",0.4933
"17","W","2","alfalfa","4-year","low","low",1,"orange",2019-06-03,2019-10-04,"1","A4","2019",123,"female",1.3869
"17","W","2","alfalfa","4-year","low","low",5,"purple",2019-08-21,2019-10-04,"1","A4","2019",44,"female",0.0634
"17","W","3","alfalfa","4-year","low","low",3,"blue",2019-07-19,2019-10-04,"1","A4","2019",77,"female",0.0496
"17","W","3","alfalfa","4-year","low","low",3,"blue",2019-07-19,2019-10-04,"1","A4","2019",77,"female",0.2852
"17","W","3","alfalfa","4-year","low","low",3,"blue",2019-07-19,2019-10-04,"1","A4","2019",77,"female",0.2884
"17","W","3","alfalfa","4-year","low","low",2,"plain",2019-06-28,2019-10-04,"1","A4","2019",98,"female",0.0118
"17","W","3","alfalfa","4-year","low","low",2,"plain",2019-06-28,2019-10-04,"1","A4","2019",98,"female",0.012
"17","W","3","alfalfa","4-year","low","low",2,"plain",2019-06-28,2019-10-04,"1","A4","2019",98,"female",0.1226
"17","W","3","alfalfa","4-year","low","low",2,"plain",2019-06-28,2019-10-04,"1","A4","2019",98,"female",0.1431
"17","W","3","alfalfa","4-year","low","low",2,"plain",2019-06-28,2019-10-04,"1","A4","2019",98,"female",0.792
"17","W","3","alfalfa","4-year","low","low",2,"plain",2019-06-28,2019-10-04,"1","A4","2019",98,"female",0.477
"17","W","3","alfalfa","4-year","low","low",2,"plain",2019-06-28,2019-10-04,"1","A4","2019",98,"female",0.5746
"17","W","3","alfalfa","4-year","low","low",2,"plain",2019-06-28,2019-10-04,"1","A4","2019",98,"female",0.8316
"17","W","3","alfalfa","4-year","low","low",2,"plain",2019-06-28,2019-10-04,"1","A4","2019",98,"female",1.1437
"17","W","3","alfalfa","4-year","low","low",2,"plain",2019-06-28,2019-10-04,"1","A4","2019",98,"female",1.4321
"17","W","4","alfalfa","4-year","low","low",1,"orange",2019-06-03,2019-10-04,"1","A4","2019",123,"female",0.6593
"17","W","4","alfalfa","4-year","low","low",1,"orange",2019-06-03,2019-10-04,"1","A4","2019",123,"female",1.5898
"17","W","4","alfalfa","4-year","low","low",1,"orange",2019-06-03,2019-10-04,"1","A4","2019",123,"female",2.3033
"17","W","4","alfalfa","4-year","low","low",2,"plain",2019-06-28,2019-10-04,"1","A4","2019",98,"female",0.054
"17","W","4","alfalfa","4-year","low","low",2,"plain",2019-06-28,2019-10-04,"1","A4","2019",98,"female",0.0732
"17","W","4","alfalfa","4-year","low","low",2,"plain",2019-06-28,2019-10-04,"1","A4","2019",98,"female",0.0816
"17","W","4","alfalfa","4-year","low","low",2,"plain",2019-06-28,2019-10-04,"1","A4","2019",98,"female",0.1354
"17","W","4","alfalfa","4-year","low","low",2,"plain",2019-06-28,2019-10-04,"1","A4","2019",98,"female",0.1415
"17","W","4","alfalfa","4-year","low","low",2,"plain",2019-06-28,2019-10-04,"1","A4","2019",98,"female",0.1226
"17","W","4","alfalfa","4-year","low","low",2,"plain",2019-06-28,2019-10-04,"1","A4","2019",98,"female",0.1477
"17","W","5","alfalfa","4-year","low","low",3,"blue",2019-07-19,2019-10-04,"1","A4","2019",77,"female",0.1031
"17","W","5","alfalfa","4-year","low","low",3,"blue",2019-07-19,2019-10-04,"1","A4","2019",77,"female",0.1834
"17","W","5","alfalfa","4-year","low","low",3,"blue",2019-07-19,2019-10-04,"1","A4","2019",77,"female",0.5992
"17","W","5","alfalfa","4-year","low","low",1,"orange",2019-06-03,2019-10-04,"1","A4","2019",123,"female",0.4497
"17","W","5","alfalfa","4-year","low","low",1,"orange",2019-06-03,2019-10-04,"1","A4","2019",123,"female",0.7036
"17","W","5","alfalfa","4-year","low","low",1,"orange",2019-06-03,2019-10-04,"1","A4","2019",123,"female",1.022
"17","W","5","alfalfa","4-year","low","low",1,"orange",2019-06-03,2019-10-04,"1","A4","2019",123,"female",1.4234
"17","W","6","alfalfa","4-year","low","low",3,"blue",2019-07-19,2019-10-04,"1","A4","2019",77,"female",0.0306
"17","W","6","alfalfa","4-year","low","low",3,"blue",2019-07-19,2019-10-04,"1","A4","2019",77,"female",0.0525
"17","W","6","alfalfa","4-year","low","low",3,"blue",2019-07-19,2019-10-04,"1","A4","2019",77,"female",0.1022
"17","W","6","alfalfa","4-year","low","low",1,"orange, yellow",2019-06-03,2019-10-04,"1","A4","2019",123,"female",0.0921
"17","W","6","alfalfa","4-year","low","low",1,"orange, yellow",2019-06-03,2019-10-04,"1","A4","2019",123,"female",0.1128
"17","W","6","alfalfa","4-year","low","low",1,"orange, yellow",2019-06-03,2019-10-04,"1","A4","2019",123,"female",0.1039
"17","W","6","alfalfa","4-year","low","low",1,"orange, yellow",2019-06-03,2019-10-04,"1","A4","2019",123,"female",0.1579
"17","W","6","alfalfa","4-year","low","low",1,"orange, yellow",2019-06-03,2019-10-04,"1","A4","2019",123,"female",0.5082
"17","W","7","alfalfa","4-year","low","low",2,"plain",2019-06-28,2019-10-04,"1","A4","2019",98,"female",0.0322
"17","W","7","alfalfa","4-year","low","low",2,"plain",2019-06-28,2019-10-04,"1","A4","2019",98,"female",0.1586
"17","W","7","alfalfa","4-year","low","low",2,"plain",2019-06-28,2019-10-04,"1","A4","2019",98,"female",0.0347
"17","W","7","alfalfa","4-year","low","low",5,"purple",2019-08-21,2019-10-04,"1","A4","2019",44,"female",0.0543
"17","W","7","alfalfa","4-year","low","low",5,"purple",2019-08-21,2019-10-04,"1","A4","2019",44,"female",0.0078
"17","W","7","alfalfa","4-year","low","low",5,"purple",2019-08-21,2019-10-04,"1","A4","2019",44,"female",0.0127
"17","W","7","alfalfa","4-year","low","low",5,"purple",2019-08-21,2019-10-04,"1","A4","2019",44,"female",0.0177
"17","W","7","alfalfa","4-year","low","low",5,"purple",2019-08-21,2019-10-04,"1","A4","2019",44,"female",0.0341
"17","W","7","alfalfa","4-year","low","low",1,"yellow",2019-06-03,2019-10-04,"1","A4","2019",123,"female",0.0929
"17","W","7","alfalfa","4-year","low","low",1,"yellow",2019-06-03,2019-10-04,"1","A4","2019",123,"female",0.18
"17","W","7","alfalfa","4-year","low","low",1,"yellow",2019-06-03,2019-10-04,"1","A4","2019",123,"female",0.3422
"19","E","1","corn","2-year","conv","conv",1,"orange",2019-06-25,2019-09-17,"1","C2","2019",84,"female",0.1324
"19","E","1","corn","2-year","conv","conv",1,"orange",2019-06-25,2019-09-17,"1","C2","2019",84,"female",0.9294
"19","E","1","corn","2-year","conv","conv",1,"orange",2019-06-25,2019-09-17,"1","C2","2019",84,"female",2.1359
"19","E","2","corn","2-year","conv","conv",2,"blue",2019-07-16,2019-09-17,"1","C2","2019",63,"female",0.0942
"19","E","2","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"1","C2","2019",84,"female",5.1985
"19","E","2","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"1","C2","2019",84,"female",4.4222
"19","E","2","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"1","C2","2019",84,"female",0.9922
"19","E","2","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"1","C2","2019",84,"female",0.2848
"19","E","2","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"1","C2","2019",84,"female",0.4764
"19","E","3","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"1","C2","2019",84,"female",0.2519
"19","E","3","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"1","C2","2019",84,"female",0.1398
"19","E","3","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"1","C2","2019",84,"female",4.0442
"19","E","4","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"1","C2","2019",84,"female",0.6659
"19","E","4","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"1","C2","2019",84,"female",0.7073
"19","E","5","corn","2-year","conv","conv",2,"blue",2019-07-16,2019-09-17,"1","C2","2019",63,"female",0.0227
"19","E","5","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"1","C2","2019",84,"female",0.1108
"19","E","5","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"1","C2","2019",84,"female",1.4049
"19","E","5","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"1","C2","2019",84,"female",0.5072
"19","E","5","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"1","C2","2019",84,"female",1.691
"19","E","6","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"1","C2","2019",84,"female",1.0018
"19","E","7","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"1","C2","2019",84,"female",0.512
"19","E","7","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"1","C2","2019",84,"female",0.0931
"19","E","7","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"1","C2","2019",84,"female",0.6343
"19","E","7","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"1","C2","2019",84,"female",0.4517
"19","E","7","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"1","C2","2019",84,"female",1.9336
"19","E","7","corn","2-year","conv","conv",3,"red",2019-08-06,2019-09-17,"1","C2","2019",42,"female",0.0452
"19","E","8","corn","2-year","conv","conv",2,"blue",2019-07-16,2019-09-17,"1","C2","2019",63,"female",0.1267
"19","E","8","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"1","C2","2019",84,"female",0.1383
"19","E","8","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"1","C2","2019",84,"female",0.0989
"19","E","8","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"1","C2","2019",84,"female",0.6616
"19","E","8","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"1","C2","2019",84,"female",1.684
"19","E","8","corn","2-year","conv","conv",1,"plain",2019-06-25,2019-09-17,"1","C2","2019",84,"female",4.019
"19","W","6","corn","2-year","low","low",2,"purple",2019-07-16,2019-09-17,"1","C2","2019",63,"female",0.0491
"19","W","6","corn","2-year","low","low",2,"purple",2019-07-16,2019-09-17,"1","C2","2019",63,"female",0.0674
"19","W","6","corn","2-year","low","low",2,"purple",2019-07-16,2019-09-17,"1","C2","2019",63,"female",0.074
"21","E","4","corn","4-year","conv","conv",1,"plain",2019-06-26,2019-09-19,"2","C4","2019",85,"female",0.266
"21","E","5","corn","4-year","conv","conv",1,"plain",2019-06-26,2019-09-19,"2","C4","2019",85,"female",0.1973
"21","E","7","corn","4-year","conv","conv",1,"plain",2019-06-26,2019-09-19,"2","C4","2019",85,"female",1.5656
"21","E","7","corn","4-year","conv","conv",1,"plain",2019-06-26,2019-09-19,"2","C4","2019",85,"female",0.0362
"21","W","4","corn","4-year","low","low",1,"plain",2019-06-26,2019-09-19,"2","C4","2019",85,"female",0.4125
"21","W","4","corn","4-year","low","low",1,"plain",2019-06-26,2019-09-19,"2","C4","2019",85,"female",0.64
"21","W","4","corn","4-year","low","low",1,"plain",2019-06-26,2019-09-19,"2","C4","2019",85,"female",1.8019
"21","W","4","corn","4-year","low","low",1,"plain",2019-06-26,2019-09-19,"2","C4","2019",85,"female",2.3785
"22","E","1","alfalfa","4-year","low","low",3,"blue",2019-07-19,2019-10-03,"2","A4","2019",76,"female",0.0726
"22","E","1","alfalfa","4-year","low","low",3,"blue",2019-07-19,2019-10-03,"2","A4","2019",76,"female",0.0225
"22","E","1","alfalfa","4-year","low","low",3,"blue",2019-07-19,2019-10-03,"2","A4","2019",76,"female",0.064
"22","E","1","alfalfa","4-year","low","low",5,"red",2019-08-21,2019-10-03,"2","A4","2019",43,"female",0.0084
"22","E","2","alfalfa","4-year","low","low",3,"blue",2019-07-19,2019-10-03,"2","A4","2019",76,"female",0.0228
"22","E","2","alfalfa","4-year","low","low",3,"blue",2019-07-19,2019-10-03,"2","A4","2019",76,"female",0.0082
"22","E","2","alfalfa","4-year","low","low",3,"blue",2019-07-19,2019-10-03,"2","A4","2019",76,"female",0.029
"22","E","2","alfalfa","4-year","low","low",3,"blue",2019-07-19,2019-10-03,"2","A4","2019",76,"female",0.0363
"22","E","2","alfalfa","4-year","low","low",2,"plain",2019-06-27,2019-10-03,"2","A4","2019",98,"female",0.2162
"22","E","2","alfalfa","4-year","low","low",2,"plain",2019-06-27,2019-10-03,"2","A4","2019",98,"female",0.4244
"22","E","2","alfalfa","4-year","low","low",4,"purple",2019-08-07,2019-10-03,"2","A4","2019",57,"female",0.0038
"22","E","2","alfalfa","4-year","low","low",4,"purple",2019-08-07,2019-10-03,"2","A4","2019",57,"female",0.0336
"22","E","2","alfalfa","4-year","low","low",5,"red",2019-08-21,2019-10-03,"2","A4","2019",43,"female",0.0037
"22","E","2","alfalfa","4-year","low","low",5,"red",2019-08-21,2019-10-03,"2","A4","2019",43,"female",0.0043
"22","E","3","alfalfa","4-year","low","low",3,"blue",2019-07-19,2019-10-03,"2","A4","2019",76,"female",0.5122
"22","E","3","alfalfa","4-year","low","low",4,"purple",2019-08-07,2019-10-03,"2","A4","2019",57,"female",0.0249
"22","E","3","alfalfa","4-year","low","low",4,"purple",2019-08-07,2019-10-03,"2","A4","2019",57,"female",0.0328
"22","E","3","alfalfa","4-year","low","low",4,"purple",2019-08-07,2019-10-03,"2","A4","2019",57,"female",0.0371
"22","E","3","alfalfa","4-year","low","low",4,"purple",2019-08-07,2019-10-03,"2","A4","2019",57,"female",0.0425
"22","E","3","alfalfa","4-year","low","low",4,"purple",2019-08-07,2019-10-03,"2","A4","2019",57,"female",0.0541
"22","E","3","alfalfa","4-year","low","low",4,"purple",2019-08-07,2019-10-03,"2","A4","2019",57,"female",0.0606
"22","E","3","alfalfa","4-year","low","low",5,"red",2019-08-21,2019-10-03,"2","A4","2019",43,"female",0.0104
"22","E","3","alfalfa","4-year","low","low",5,"red",2019-08-21,2019-10-03,"2","A4","2019",43,"female",0.0143
"22","E","3","alfalfa","4-year","low","low",5,"red",2019-08-21,2019-10-03,"2","A4","2019",43,"female",0.026
"22","E","3","alfalfa","4-year","low","low",1,"white",2019-06-03,2019-10-03,"2","A4","2019",122,"female",0.5596
"22","E","3","alfalfa","4-year","low","low",1,"white",2019-06-03,2019-10-03,"2","A4","2019",122,"female",1.2755
"22","E","4","alfalfa","4-year","low","low",3,"blue",2019-07-19,2019-10-03,"2","A4","2019",76,"female",0.0095
"22","E","4","alfalfa","4-year","low","low",3,"blue",2019-07-19,2019-10-03,"2","A4","2019",76,"female",0.0095
"22","E","4","alfalfa","4-year","low","low",3,"blue",2019-07-19,2019-10-03,"2","A4","2019",76,"female",0.0182
"22","E","4","alfalfa","4-year","low","low",3,"blue",2019-07-19,2019-10-03,"2","A4","2019",76,"female",0.0192
"22","E","4","alfalfa","4-year","low","low",3,"blue",2019-07-19,2019-10-03,"2","A4","2019",76,"female",0.02
"22","E","4","alfalfa","4-year","low","low",3,"blue",2019-07-19,2019-10-03,"2","A4","2019",76,"female",0.0277
"22","E","4","alfalfa","4-year","low","low",3,"blue",2019-07-19,2019-10-03,"2","A4","2019",76,"female",0.0287
"22","E","4","alfalfa","4-year","low","low",3,"blue",2019-07-19,2019-10-03,"2","A4","2019",76,"female",0.0354
"22","E","4","alfalfa","4-year","low","low",3,"blue",2019-07-19,2019-10-03,"2","A4","2019",76,"female",0.0365
"22","E","4","alfalfa","4-year","low","low",3,"blue",2019-07-19,2019-10-03,"2","A4","2019",76,"female",0.0379
"22","E","4","alfalfa","4-year","low","low",2,"plain",2019-06-27,2019-10-03,"2","A4","2019",98,"female",0.0234
"22","E","4","alfalfa","4-year","low","low",2,"plain",2019-06-27,2019-10-03,"2","A4","2019",98,"female",0.0354
"22","E","4","alfalfa","4-year","low","low",2,"plain",2019-06-27,2019-10-03,"2","A4","2019",98,"female",0.0736
"22","E","4","alfalfa","4-year","low","low",2,"plain",2019-06-27,2019-10-03,"2","A4","2019",98,"female",0.0749
"22","E","4","alfalfa","4-year","low","low",2,"plain",2019-06-27,2019-10-03,"2","A4","2019",98,"female",0.0788
"22","E","4","alfalfa","4-year","low","low",2,"plain",2019-06-27,2019-10-03,"2","A4","2019",98,"female",0.0966
"22","E","4","alfalfa","4-year","low","low",2,"plain",2019-06-27,2019-10-03,"2","A4","2019",98,"female",0.1025
"22","E","4","alfalfa","4-year","low","low",2,"plain",2019-06-27,2019-10-03,"2","A4","2019",98,"female",0.1308
"22","E","4","alfalfa","4-year","low","low",2,"plain",2019-06-27,2019-10-03,"2","A4","2019",98,"female",0.1862
"22","E","4","alfalfa","4-year","low","low",2,"plain",2019-06-27,2019-10-03,"2","A4","2019",98,"female",0.1948
"22","E","4","alfalfa","4-year","low","low",2,"plain",2019-06-27,2019-10-03,"2","A4","2019",98,"female",0.2063
"22","E","4","alfalfa","4-year","low","low",2,"plain",2019-06-27,2019-10-03,"2","A4","2019",98,"female",0.217
"22","E","6","alfalfa","4-year","low","low",3,"blue",2019-07-19,2019-10-03,"2","A4","2019",76,"female",0.0285
"22","E","6","alfalfa","4-year","low","low",3,"blue",2019-07-19,2019-10-03,"2","A4","2019",76,"female",0.0616
"22","E","6","alfalfa","4-year","low","low",3,"blue",2019-07-19,2019-10-03,"2","A4","2019",76,"female",0.0773
"22","E","6","alfalfa","4-year","low","low",3,"blue",2019-07-19,2019-10-03,"2","A4","2019",76,"female",0.0831
"22","E","6","alfalfa","4-year","low","low",3,"blue",2019-07-19,2019-10-03,"2","A4","2019",76,"female",0.0866
"22","E","6","alfalfa","4-year","low","low",3,"blue",2019-07-19,2019-10-03,"2","A4","2019",76,"female",0.1199
"22","E","6","alfalfa","4-year","low","low",3,"blue",2019-07-19,2019-10-03,"2","A4","2019",76,"female",0.1388
"22","E","6","alfalfa","4-year","low","low",3,"blue",2019-07-19,2019-10-03,"2","A4","2019",76,"female",0.1783
"22","E","6","alfalfa","4-year","low","low",3,"blue",2019-07-19,2019-10-03,"2","A4","2019",76,"female",0.1928
"22","E","6","alfalfa","4-year","low","low",3,"blue",2019-07-19,2019-10-03,"2","A4","2019",76,"female",0.2674
"22","E","6","alfalfa","4-year","low","low",3,"blue",2019-07-19,2019-10-03,"2","A4","2019",76,"female",0.2813
